ticker,event_day,abnormal_return,caar
AAPL,-5,0.004114192176960242,0.004114192176960242
AAPL,-4,-0.0012891043623808514,0.0028250878145793905
AAPL,-3,-0.001630539376380585,0.0011945484381988053
AAPL,-2,-0.004899318577161368,-0.0037047701389625624
AAPL,-1,-0.002613944603665431,-0.006318714742627993
AAPL,0,0.002507517494813264,-0.0038111972478147293
AAPL,1,0.0008444198351126018,-0.0029667774127021275
AAPL,2,-0.0019889210662352554,-0.0049556984789373825
AAPL,3,-0.008756756545978897,-0.01371245502491628
AAPL,4,-0.009965558677365314,-0.023678013702281592
AAPL,5,-1.3821301075771578e-05,-0.023691835003357364
GOOGL,-5,0.0004158055709980693,0.0004158055709980693
GOOGL,-4,-0.0051231886457211336,-0.004707383074723064
GOOGL,-3,-0.005879726323314922,-0.010587109398037985
GOOGL,-2,-0.003084930984598583,-0.013672040382636568
GOOGL,-1,-0.0036326483735424553,-0.017304688756179024
GOOGL,0,-0.003951010336981009,-0.02125569909316003
GOOGL,1,0.005029724797967612,-0.01622597429519242
GOOGL,2,-0.0011750083776535677,-0.01740098267284599
GOOGL,3,0.0042979863016152295,-0.013102996371230758
GOOGL,4,0.00642901338105613,-0.006673982990174628
GOOGL,5,0.011573148007469808,0.00489916501729518
NVDA,-5,0.005693170051796649,0.005693170051796649
NVDA,-4,-0.004313487337794752,0.0013796827140018968
NVDA,-3,0.004968078139445434,0.006347760853447331
NVDA,-2,-0.008596000795810526,-0.0022482399423631953
NVDA,-1,-0.005880571488151897,-0.008128811430515092
NVDA,0,0.0008968002517862356,-0.007232011178728856
NVDA,1,-0.00022852380573178753,-0.007460534984460644
NVDA,2,0.005841862870922982,-0.0016186721135376617
NVDA,3,0.009497521117032085,0.007878849003494424
NVDA,4,0.002365410899263194,0.010244259902757617
NVDA,5,0.012798921203756392,0.02304318110651401
